pcd_id,category,score,x1,y1,x2,y2
0243,laptop,0.6306,30.6,0.3,448.3,126.5
0244,book,0.7073,437.8,0.5,521.8,89.7
0245,laptop,0.8581,8.6,0.1,447.9,126.1
0246,snowboard,0.7224,196.0,279.4,322.4,322.0
0247,bowl,0.7412,180.4,228.8,353.2,382.8
0248,scissors,0.9995,237.5,271.4,340.1,373.0
0249,scissors,0.9991,225.9,263.4,332.5,377.3
0250,scissors,0.9960,198.3,312.1,329.1,358.3
0251,scissors,0.9998,253.9,262.4,299.2,373.4
0252,,,,,,
0253,,,,,,
0254,kite,0.5332,270.9,251.1,355.8,289.2
0255,,,,,,
0256,cell phone,0.7593,288.0,230.8,361.3,346.4
0257,cell phone,0.6399,253.5,223.0,379.1,338.5
0258,cell phone,0.8659,250.1,247.4,378.0,306.9
0259,cell phone,0.9907,255.2,237.3,390.6,345.8
0260,,,,,,
0261,,,,,,
0262,kite,0.7116,293.0,228.0,328.7,310.4
0263,,,,,,
0264,,,,,,
0265,,,,,,
0266,,,,,,
0267,,,,,,
0268,,,,,,
0269,,,,,,
0270,,,,,,
0271,,,,,,
0272,mouse,0.7651,289.6,194.0,356.6,368.3
0273,,,,,,
0274,,,,,,
0275,,,,,,
0276,,,,,,
0277,,,,,,
0278,snowboard,0.7891,232.5,224.7,394.0,338.4
0279,skis,0.5785,246.2,185.2,348.5,332.1
0280,surfboard,0.9334,260.1,223.9,384.8,341.2
0281,,,,,,
0282,bird,0.8815,295.1,234.7,385.0,400.8
0283,banana,0.9222,263.9,232.6,441.3,302.4
0284,,,,,,
0285,,,,,,
0286,,,,,,
0287,remote,0.6848,262.1,257.6,380.8,284.2
0288,,,,,,
0289,,,,,,
0290,,,,,,
0291,,,,,,
0292,bottle,0.9951,304.9,171.9,352.1,270.7
0293,bottle,0.9799,300.9,173.1,334.2,273.6
0294,,,,,,
0295,,,,,,
0296,cell phone,0.9863,300.6,254.0,351.0,324.2
0297,,,,,,
0298,cell phone,0.8339,291.6,257.4,370.7,327.8
0299,cell phone,0.9696,309.3,256.5,390.7,325.8
0300,cell phone,0.6629,298.2,265.1,333.4,320.0
0301,,,,,,
0302,,,,,,
0303,,,,,,
0304,cell phone,0.8831,301.9,256.5,347.2,314.0
0305,cell phone,0.9955,297.3,270.3,360.4,323.5
0306,remote,0.6070,305.4,269.3,367.0,295.6
0307,,,,,,
0308,,,,,,
0309,cell phone,0.8791,298.8,268.4,339.1,328.3
0310,,,,,,
0311,,,,,,
0312,,,,,,
0313,,,,,,
0314,,,,,,
0315,,,,,,
0316,cup,0.9934,305.8,202.5,379.7,295.1
0317,,,,,,
0318,,,,,,
0319,cup,0.9102,296.7,204.1,363.6,302.0
0320,cup,0.9817,294.6,219.2,372.8,295.7
0321,cup,0.7637,275.3,211.7,348.8,288.0
0322,,,,,,
0323,cup,0.9902,289.1,226.5,360.5,305.7
0324,bowl,0.5165,257.9,219.2,367.8,314.0
0325,bowl,0.9126,261.4,238.9,371.5,340.4
0326,bowl,0.5129,257.8,239.4,369.3,342.8
0327,,,,,,
0328,,,,,,
0329,,,,,,
0330,,,,,,
0331,,,,,,
0332,,,,,,
0333,,,,,,
0334,,,,,,
0335,carrot,0.5332,307.8,262.6,348.4,301.8
0336,orange,0.6915,306.2,257.9,344.0,297.4
0337,,,,,,
0338,,,,,,
0339,,,,,,
0340,,,,,,
0341,,,,,,
0342,,,,,,
0343,,,,,,
0344,,,,,,
0345,,,,,,
0346,,,,,,
0347,cup,0.8246,278.4,237.0,365.6,314.4
0348,,,,,,
0349,,,,,,
0350,cup,0.9939,269.5,230.8,347.9,315.6
0351,cell phone,0.7464,275.7,226.3,347.9,341.6
0352,cell phone,0.9577,251.8,219.2,372.8,326.5
0353,,,,,,
0354,cell phone,0.9731,281.4,219.9,349.0,333.4
0355,bottle,0.9479,276.3,224.4,317.4,288.5
0356,bottle,0.9391,264.4,225.5,307.4,289.0
0357,,,,,,
0358,bottle,0.9242,286.8,233.9,333.4,313.3
0359,bottle,0.9495,281.9,216.9,322.3,283.7
0360,bottle,0.9572,285.9,210.7,325.7,276.0
0361,,,,,,
0362,bottle,0.6546,297.4,226.9,337.2,304.8
0363,,,,,,
0364,,,,,,
0365,,,,,,
0366,,,,,,
0367,,,,,,
0368,,,,,,
0369,,,,,,
0370,kite,0.6190,278.2,230.9,353.0,293.4
0371,,,,,,
0372,,,,,,
0373,laptop,0.5177,66.0,0.0,524.1,87.7
0374,,,,,,
0375,,,,,,
0376,mouse,0.8625,281.6,240.2,344.7,342.3
0377,,,,,,
0378,,,,,,
0379,handbag,0.7436,252.7,227.6,373.7,297.3
0380,backpack,0.6731,283.7,209.8,359.0,330.1
0381,,,,,,
0382,,,,,,
0383,,,,,,
0384,,,,,,
0385,,,,,,
0386,backpack,0.5852,260.9,217.6,381.4,312.0
0387,frisbee,0.9970,225.8,197.1,383.3,333.9
0388,frisbee,0.9895,222.1,231.4,384.0,378.1
0389,laptop,0.5246,65.3,0.0,526.0,87.9
0390,,,,,,
0391,cup,0.5715,273.4,247.1,353.3,336.8
0392,,,,,,
0393,,,,,,
0394,,,,,,
0395,kite,0.9333,303.1,228.7,332.8,306.1
0396,,,,,,
0397,,,,,,
0398,,,,,,
0399,spoon,0.5618,217.5,263.8,422.3,309.3
0400,spoon,0.9297,274.5,221.9,374.1,407.2
0401,spoon,0.9246,230.3,249.4,436.9,290.0
0402,spoon,0.8018,284.1,174.8,326.7,358.6
0403,,,,,,
0404,spoon,0.8989,319.3,180.1,366.3,360.7
0405,spoon,0.9894,211.3,215.9,416.0,268.9
0406,spoon,0.9898,256.5,209.8,397.3,335.5
0407,fork,0.8052,209.1,219.5,429.7,290.5
0408,fork,0.8421,240.5,196.3,366.4,376.7
0409,,,,,,
0410,,,,,,
0411,fork,0.8295,177.2,218.9,422.3,304.4
0412,,,,,,
0413,fork,0.7487,307.0,179.0,380.0,384.1
0414,toothbrush,0.6664,210.8,191.3,431.1,325.6
0415,,,,,,
0416,,,,,,
0417,,,,,,
0418,,,,,,
0419,,,,,,
0420,,,,,,
0421,,,,,,
0422,,,,,,
0423,,,,,,
0424,hair drier,0.5904,271.6,204.8,359.6,314.8
0425,,,,,,
0426,,,,,,
0427,,,,,,
0428,,,,,,
0429,scissors,0.5807,278.7,214.5,404.5,282.8
0430,,,,,,
0431,,,,,,
0432,,,,,,
0433,laptop,0.5066,58.6,0.0,520.5,88.6
0434,,,,,,
0436,,,,,,
0437,,,,,,
0438,,,,,,
0439,laptop,0.5140,62.0,0.0,522.7,87.2
0440,,,,,,
0441,,,,,,
0442,,,,,,
0443,mouse,0.9223,295.4,255.0,338.4,315.8
0444,,,,,,
0445,,,,,,
0446,mouse,0.7298,278.6,244.5,341.6,277.7
0447,,,,,,
0448,,,,,,
0449,,,,,,
0450,,,,,,
0451,,,,,,
0452,,,,,,
0453,,,,,,
0454,,,,,,
0455,,,,,,
0456,bottle,0.5308,284.5,121.3,327.5,172.8
0457,,,,,,
0458,,,,,,
0459,,,,,,
0460,,,,,,
0461,,,,,,
0462,,,,,,
0463,bird,0.7560,275.5,116.8,314.8,204.3
0464,,,,,,
0465,,,,,,
0466,,,,,,
0467,bottle,0.9950,272.9,120.5,328.5,211.1
0468,bottle,0.9850,260.8,113.0,316.3,204.8
0469,,,,,,
0470,bottle,0.9570,293.8,125.7,351.5,216.7
0471,bottle,0.9922,267.2,136.6,328.2,244.6
0472,bottle,0.9168,272.3,137.1,319.7,262.0
0473,bottle,0.9818,273.0,161.8,331.3,278.2
0474,,,,,,
0475,,,,,,
0476,,,,,,
0477,,,,,,
0478,,,,,,
0479,frisbee,0.9925,209.3,129.9,383.4,266.1
0480,bowl,0.5794,209.9,119.1,374.4,256.2
0481,bottle,0.8698,259.7,85.3,331.9,214.9
0482,snowboard,0.5866,232.0,164.1,375.1,225.6
0483,,,,,,
0484,bottle,0.8307,253.2,155.6,394.1,250.1
0485,,,,,,
0486,,,,,,
0487,,,,,,
0488,knife,0.5011,191.7,172.1,398.3,367.0
0489,remote,0.8802,283.0,198.7,337.3,336.1
0490,remote,0.9810,219.8,249.8,368.9,313.3
0491,remote,0.9062,246.8,227.2,384.6,335.1
0492,knife,0.5983,238.5,220.7,383.7,327.2
0493,remote,0.9914,279.6,240.5,338.6,356.5
0494,remote,0.9863,253.7,287.0,376.0,327.4
0495,remote,0.9877,273.7,246.9,381.8,347.2
0496,,,,,,
0497,,,,,,
0498,,,,,,
0499,,,,,,
0500,,,,,,
0501,remote,0.9578,299.5,232.3,344.0,317.1
0502,remote,0.9861,261.4,262.2,355.3,307.8
0503,remote,0.9068,290.1,242.2,366.5,317.8
0504,,,,,,
0505,,,,,,
0506,bird,0.8945,298.1,228.9,341.6,312.8
0507,,,,,,
0508,,,,,,
0509,,,,,,
0510,,,,,,
0511,,,,,,
0512,,,,,,
0513,scissors,0.9993,268.5,241.1,382.4,340.5
0514,scissors,0.9966,254.5,248.3,385.9,322.8
0515,scissors,0.9987,283.3,247.7,361.1,358.1
0516,scissors,0.9987,260.4,256.6,386.3,324.7
0517,,,,,,
0518,,,,,,
0519,,,,,,
0520,,,,,,
0521,,,,,,
0522,,,,,,
0523,,,,,,
0524,,,,,,
0525,cup,0.9406,256.8,231.4,354.6,312.4
0526,,,,,,
0527,,,,,,
0528,,,,,,
0529,,,,,,
0530,,,,,,
0531,boat,0.5195,283.5,213.3,327.5,323.4
0532,,,,,,
0533,,,,,,
0534,,,,,,
0535,,,,,,
0536,,,,,,
0537,,,,,,
0538,,,,,,
0539,,,,,,
0540,kite,0.7723,303.9,287.4,325.7,321.0
0541,,,,,,
0542,,,,,,
0543,,,,,,
0544,,,,,,
0545,laptop,0.5102,63.7,0.0,526.9,87.2
0546,scissors,0.9821,244.4,258.2,378.0,300.9
0547,scissors,0.9997,290.3,233.1,365.4,358.0
0548,scissors,0.9957,267.1,259.8,401.2,329.3
0549,scissors,0.9916,261.5,238.4,371.1,335.9
0550,scissors,0.9978,312.2,262.2,381.8,294.4
0551,scissors,0.9993,317.3,257.5,373.7,316.6
0552,scissors,0.9855,323.1,248.6,379.8,322.3
0553,scissors,0.9156,334.6,264.4,395.6,318.0
0554,scissors,0.9977,256.6,276.9,399.3,324.7
0555,scissors,0.9986,265.2,237.3,372.5,360.0
0556,scissors,0.9990,253.8,241.4,397.2,336.1
0557,scissors,0.9993,272.1,220.8,344.2,338.2
0558,scissors,0.9985,232.2,239.0,355.7,331.4
0559,scissors,0.9994,254.2,238.5,373.5,333.4
0560,scissors,0.9941,253.9,247.8,397.0,301.6
0561,scissors,0.9960,271.1,201.6,328.2,313.5
0562,,,,,,
0563,,,,,,
0564,,,,,,
0565,,,,,,
0566,,,,,,
0567,,,,,,
0568,,,,,,
0569,,,,,,
0570,,,,,,
0571,,,,,,
0572,,,,,,
0573,,,,,,
0574,,,,,,
0575,,,,,,
0576,,,,,,
0577,,,,,,
0578,,,,,,
0579,kite,0.6713,279.5,239.1,334.9,282.8
0580,,,,,,
0581,kite,0.5627,295.5,241.5,346.1,289.8
0582,,,,,,
0583,,,,,,
0584,,,,,,
0585,,,,,,
0586,,,,,,
0587,,,,,,
0588,skis,0.5868,257.8,253.0,348.9,340.8
0589,,,,,,
0590,,,,,,
0591,,,,,,
0592,,,,,,
0593,,,,,,
0594,,,,,,
0595,,,,,,
0596,,,,,,
0597,snowboard,0.7616,319.6,236.2,385.6,328.7
0598,bottle,0.5566,278.1,214.7,326.6,297.6
0599,,,,,,
0600,,,,,,
0601,,,,,,
0602,,,,,,
0603,,,,,,
0604,,,,,,
0605,snowboard,0.6877,275.2,247.1,389.3,313.3
0606,,,,,,
0607,,,,,,
0608,,,,,,
0609,,,,,,
0610,,,,,,
0611,kite,0.8799,286.2,224.3,331.8,312.5
0612,,,,,,
0613,,,,,,
0614,,,,,,
0615,,,,,,
0616,,,,,,
0617,,,,,,
0618,,,,,,
0619,,,,,,
0620,,,,,,
0621,,,,,,
0622,,,,,,
0623,,,,,,
0624,book,0.7287,283.0,174.1,353.6,321.2
0625,,,,,,
0626,,,,,,
0627,,,,,,
0628,,,,,,
0629,,,,,,
0630,,,,,,
0631,,,,,,
0632,,,,,,
0633,kite,0.6412,262.6,206.0,369.2,361.3
0634,,,,,,
0635,,,,,,
0636,kite,0.6575,197.1,215.8,371.9,275.9
0637,,,,,,
0638,,,,,,
0639,snowboard,0.9583,206.2,204.4,358.0,315.1
0640,snowboard,0.9829,201.5,234.8,370.4,296.2
0641,snowboard,0.8327,269.7,209.8,325.9,327.0
0642,snowboard,0.7964,250.0,225.2,361.1,324.5
0643,surfboard,0.7306,284.1,202.4,322.3,324.6
0644,,,,,,
0645,snowboard,0.7308,274.1,205.2,354.4,360.0
0646,snowboard,0.5902,221.1,240.3,392.7,311.8
0647,,,,,,
0648,,,,,,
0649,,,,,,
0650,kite,0.7335,299.3,201.3,325.3,267.6
0651,,,,,,
0652,,,,,,
0653,fire hydrant,0.8033,291.6,201.9,319.6,255.0
0654,kite,0.9737,280.9,203.8,308.1,257.7
0655,,,,,,
0656,,,,,,
0657,,,,,,
0658,,,,,,
0659,kite,0.6685,265.4,233.8,305.7,287.5
0660,kite,0.9905,280.3,237.9,310.0,293.2
0661,,,,,,
0662,kite,0.9621,283.0,209.6,310.2,271.2
0663,,,,,,
0664,,,,,,
0665,,,,,,
0666,,,,,,
0667,,,,,,
0668,kite,0.9568,267.1,225.1,298.8,283.7
0669,,,,,,
0670,,,,,,
0671,,,,,,
0672,,,,,,
0673,,,,,,
0674,,,,,,
0675,,,,,,
0676,,,,,,
0677,,,,,,
0678,,,,,,
0679,kite,0.8618,305.9,256.1,328.7,317.7
0680,,,,,,
0681,,,,,,
0682,kite,0.8617,291.9,262.4,319.0,323.3
0683,,,,,,
0684,kite,0.8552,297.1,260.9,326.4,322.8
0685,,,,,,
0686,,,,,,
0687,scissors,0.9964,216.8,232.4,350.4,313.3
0688,scissors,0.9997,251.7,234.0,329.0,360.8
0689,scissors,0.9972,240.4,282.9,387.6,334.4
0690,scissors,0.9980,271.5,230.5,327.6,353.7
0691,,,,,,
0692,snowboard,0.6884,275.6,265.3,346.9,333.1
0693,,,,,,
0694,,,,,,
0695,snowboard,0.5791,285.7,255.5,388.2,294.8
0696,,,,,,
0697,kite,0.5388,275.1,233.5,333.9,318.2
0698,,,,,,
0699,skis,0.8789,254.6,233.4,363.8,303.6
0700,skis,0.5191,294.7,225.2,331.2,331.0
0701,skis,0.7171,276.7,235.1,378.8,307.6
0702,skis,0.8223,278.4,230.5,392.4,296.7
0703,kite,0.8349,265.4,269.3,379.7,313.8
0704,,,,,,
0705,skis,0.6467,296.5,246.7,342.9,344.0
0706,kite,0.8375,263.9,266.1,374.5,325.8
0707,,,,,,
0708,snowboard,0.8678,276.2,230.3,342.5,302.0
0709,,,,,,
0710,kite,0.6984,302.9,235.7,330.4,310.3
0711,skis,0.7320,303.5,221.3,340.7,315.1
0712,,,,,,
0713,,,,,,
0714,,,,,,
0715,,,,,,
0716,,,,,,
0717,,,,,,
0718,,,,,,
0719,,,,,,
0720,,,,,,
0721,scissors,0.5262,269.6,260.5,469.0,363.5
0722,toothbrush,0.7159,312.3,179.2,361.5,372.0
0723,cell phone,0.9514,281.6,233.8,358.7,360.7
0724,cell phone,0.5125,235.7,260.2,375.4,341.7
0725,cell phone,0.8126,234.3,256.4,371.8,358.0
0726,cell phone,0.9812,266.9,254.8,382.8,381.0
0727,,,,,,
0728,,,,,,
0729,,,,,,
0730,,,,,,
0731,,,,,,
0732,,,,,,
0733,,,,,,
0734,,,,,,
0735,tie,0.7801,178.2,235.0,368.5,304.5
0736,,,,,,
0737,,,,,,
0738,,,,,,
0739,,,,,,
0740,,,,,,
0741,,,,,,
0742,,,,,,
0743,,,,,,
0744,,,,,,
0745,,,,,,
0746,,,,,,
0747,bottle,0.6172,262.4,164.3,318.4,260.0
0748,,,,,,
0749,,,,,,
0750,,,,,,
0751,,,,,,
0752,,,,,,
0753,,,,,,
0754,,,,,,
0755,kite,0.8089,255.3,235.6,327.2,285.0
0756,,,,,,
0757,,,,,,
0758,airplane,0.8662,263.6,246.2,352.7,282.8
0759,,,,,,
0760,,,,,,
0761,,,,,,
0762,scissors,0.5422,253.4,186.9,360.7,360.2
0763,,,,,,
0764,,,,,,
0765,,,,,,
0766,,,,,,
0767,,,,,,
0768,,,,,,
0769,laptop,0.5241,55.1,0.0,520.6,86.0
0770,,,,,,
0771,toothbrush,0.5327,224.7,252.5,353.6,269.5
0772,,,,,,
0773,toothbrush,0.6110,256.6,249.4,381.1,266.4
0774,toothbrush,0.8350,292.9,207.4,325.2,314.4
0775,,,,,,
0776,,,,,,
0777,,,,,,
0778,,,,,,
0779,kite,0.7247,263.3,205.4,388.5,345.7
0780,,,,,,
0781,scissors,0.6449,243.1,192.0,384.6,320.7
0783,toothbrush,0.7359,205.0,243.8,368.1,278.4
0784,toothbrush,0.9849,224.7,204.5,351.5,344.6
0785,toothbrush,0.9671,281.7,197.8,360.0,340.7
0786,toothbrush,0.9642,217.5,236.0,387.4,281.7
0787,,,,,,
0788,,,,,,
0789,,,,,,
0790,,,,,,
0791,,,,,,
0792,,,,,,
0793,,,,,,
0794,,,,,,
0795,,,,,,
0796,,,,,,
0797,,,,,,
0798,,,,,,
0799,,,,,,
0800,,,,,,
0801,bowl,0.5398,239.8,209.2,342.8,300.2
0802,,,,,,
0803,,,,,,
0804,,,,,,
0805,,,,,,
0806,,,,,,
0807,,,,,,
0808,apple,0.8345,258.4,241.6,308.9,289.4
0809,apple,0.9754,262.5,250.0,311.2,297.5
0810,apple,0.5886,286.3,253.8,336.0,303.1
0811,apple,0.9365,284.4,253.8,334.2,301.8
0812,,,,,,
0813,apple,0.6559,264.8,297.9,317.0,350.8
0814,,,,,,
0815,,,,,,
0816,,,,,,
0817,,,,,,
0818,,,,,,
0819,,,,,,
0820,apple,0.9955,279.6,246.5,331.0,302.0
0821,apple,0.9895,276.1,244.5,327.3,300.0
0822,apple,0.8581,275.2,247.9,327.9,305.5
0823,apple,0.9665,265.8,243.6,318.1,299.2
0824,,,,,,
0825,,,,,,
0826,apple,0.7836,319.0,232.6,362.7,278.2
0827,apple,0.6152,314.6,231.4,362.6,275.1
0828,,,,,,
0829,,,,,,
0830,,,,,,
0831,,,,,,
0832,,,,,,
0833,,,,,,
0834,,,,,,
0835,apple,0.8738,284.9,264.4,366.1,319.4
0836,broccoli,0.5377,269.5,222.1,337.0,300.9
0837,,,,,,
0838,,,,,,
0839,,,,,,
0840,,,,,,
0841,orange,0.5924,272.6,207.7,332.8,267.7
0842,,,,,,
0843,,,,,,
0844,,,,,,
0845,laptop,0.5436,64.0,0.2,522.9,86.8
0846,apple,0.6601,277.0,219.0,336.9,282.9
0847,,,,,,
0848,,,,,,
0849,,,,,,
0850,apple,0.8168,253.2,241.1,364.5,293.1
0851,banana,0.9778,239.9,216.2,329.7,313.8
0852,banana,0.9823,238.1,220.5,355.5,297.4
0853,banana,0.9888,280.6,198.6,348.7,305.2
0854,,,,,,
0855,,,,,,
0856,banana,0.9854,257.0,211.3,357.8,290.2
0857,banana,0.9229,264.3,266.8,342.8,312.8
0858,,,,,,
0859,banana,0.7473,267.6,264.8,355.4,294.0
0860,,,,,,
0861,,,,,,
0862,,,,,,
0863,,,,,,
0864,,,,,,
0865,,,,,,
0866,,,,,,
0867,,,,,,
0868,,,,,,
0869,,,,,,
0870,,,,,,
0871,,,,,,
0872,,,,,,
0873,,,,,,
0874,,,,,,
0875,,,,,,
0876,laptop,0.7399,54.2,1.0,522.1,160.0
0877,,,,,,
0878,,,,,,
0879,laptop,0.8010,32.4,0.8,523.3,161.5
0880,laptop,0.6239,54.0,0.3,518.7,160.3
0881,laptop,0.7549,60.0,0.9,521.8,159.3
0882,laptop,0.8993,56.9,0.5,521.1,159.1
0883,,,,,,
0884,book,0.5193,493.8,45.0,575.5,132.9
0885,book,0.5442,493.3,44.2,576.2,131.5
0886,laptop,0.8515,35.5,1.0,524.9,158.9
0887,laptop,0.8476,33.3,1.4,524.9,159.6
0888,laptop,0.7529,41.4,1.3,523.1,160.5
0889,laptop,0.7219,44.1,0.2,518.6,159.9
0890,laptop,0.7798,37.6,1.4,520.8,157.1
