pcd_id,object_id,split
0534,111,train
0535,111,train
0536,111,train
0537,111,train
0538,111,train
0539,112,train
0540,112,train
0541,112,train
0542,113,train
0543,113,train
0544,113,train
0545,113,train
0546,114,test
0547,114,test
0548,114,test
0549,114,test
0550,115,train
0551,115,train
0552,115,train
0553,115,train
0554,116,train
0555,116,train
0556,116,train
0557,116,train
0558,116,train
0559,116,train
0560,116,train
0561,116,train
0562,117,val
0563,117,val
0564,117,val
0565,117,val
0566,118,train
0567,118,train
0568,118,train
0569,118,train
0570,119,train
0571,119,train
0572,119,train
0573,119,train
0574,120,train
0575,120,train
0576,120,train
0577,120,train
0578,121,train
0579,121,train
0580,121,train
0581,121,train
0582,121,train
0583,121,train
0584,121,train
0585,121,train
0586,122,train
0587,122,train
0588,122,train
0589,122,train
0590,123,train
0591,123,train
0592,123,train
0593,123,train
0594,124,train
0595,124,train
0596,124,train
0597,124,train
0598,124,train
0599,124,train
0600,124,train
0601,124,train
0602,125,train
0603,125,train
0604,125,train
0605,125,train
0606,126,train
0607,126,train
0608,126,train
0609,127,train
0610,128,train
0611,128,train
0612,128,train
0613,128,train
0614,128,train
0615,128,train
0616,128,train
0617,128,train
0618,129,test
0619,129,test
0620,130,train
0621,130,train
0622,131,train
0623,131,train
0624,132,train
0625,133,train
0626,134,train
0627,135,train
0628,136,train
0629,136,train
0630,137,val
0631,137,val
0632,138,train
0633,139,test
0634,139,test
0635,139,test
0636,139,test
0637,139,test
0638,139,test
0639,139,test
0640,139,test
0641,140,train
0642,140,train
0643,140,train
0644,140,train
0645,141,val
0646,141,val
0647,141,val
0648,141,val
0649,142,train
0650,142,train
0651,143,test
0652,143,test
0653,144,train
0654,144,train
0655,144,train
0656,144,train
0657,145,train
0658,145,train
0659,145,train
0660,145,train
0661,146,train
0662,146,train
0663,146,train
0664,146,train
0665,147,val
0666,147,val
0667,147,val
0668,147,val
0669,148,train
0670,148,train
0671,148,train
0672,149,train
0673,149,train
0674,149,train
0675,150,test
0676,150,test
0677,150,test
0678,151,test
0679,151,test
0680,151,test
0681,152,train
0682,152,train
0683,153,train
0684,154,test
0685,155,train
0686,155,train
0687,156,train
0688,156,train
0689,156,train
0690,156,train
0691,156,train
0692,156,train
0693,156,train
0694,156,train
0695,157,train
0696,157,train
0697,157,train
0698,157,train
0699,158,val
0700,158,val
0701,158,val
0702,158,val
0703,159,train
0704,159,train
0705,159,train
0706,159,train
0707,159,train
0708,159,train
0709,159,train
0710,159,train
0711,160,val
0712,160,val
0713,160,val
0714,160,val
0715,161,train
0716,161,train
0717,161,train
0718,161,train
0719,162,train
0720,162,train
0721,162,train
0722,162,train
0723,163,test
0724,163,test
0725,163,test
0726,163,test
0727,164,train
0728,165,train
0729,165,train
0730,165,train
0731,166,test
0732,166,test
0733,166,test
0734,166,test
0735,167,train
0736,167,train
0737,167,train
0738,167,train
0739,168,train
0740,168,train
0741,168,train
0742,168,train
0743,169,train
0744,169,train
0745,169,train
0746,169,train
0747,170,train
0748,170,train
0749,170,train
0750,170,train
0751,171,train
0752,171,train
0753,171,train
0754,171,train
0755,172,train
0756,172,train
0757,172,train
0758,172,train
0759,173,test
0760,173,test
0761,173,test
0762,173,test
0763,174,train
0764,174,train
0765,174,train
0766,174,train
0767,175,train
0768,175,train
0769,175,train
0770,175,train
0771,176,train
0772,176,train
0773,176,train
0774,176,train
0775,177,train
0776,177,train
0777,177,train
0778,177,train
0779,178,val
0780,178,val
0781,178,val
0783,179,test
0784,179,test
0785,179,test
0786,179,test
0787,180,val
0788,180,val
0789,180,val
0790,180,val
0791,181,train
0792,181,train
0793,181,train
0794,181,train
0795,182,train
0796,182,train
0797,183,test
0798,183,test
0799,183,test
0800,183,test
0801,183,test
0802,184,train
0803,184,train
0804,185,train
0805,185,train
0806,185,train
0807,185,train
0808,186,train
0809,186,train
0810,186,train
0811,186,train
0812,187,train
0813,187,train
0814,187,train
0815,187,train
0816,188,test
0817,188,test
0818,188,test
0819,188,test
0820,189,test
0821,189,test
0822,189,test
0823,189,test
0824,189,test
0825,189,test
0826,189,test
0827,189,test
0828,190,train
0829,190,train
0830,190,train
0831,190,train
0832,191,train
0833,191,train
0834,191,train
0835,191,train
0836,192,train
0837,192,train
0838,192,train
0839,192,train
0840,193,train
0841,193,train
0842,193,train
0843,193,train
0844,194,val
0845,194,val
0846,194,val
0847,194,val
0848,195,train
0849,195,train
0850,195,train
0851,195,train
0852,195,train
0853,195,train
0854,196,train
0855,196,train
0856,196,train
0857,197,train
0858,197,train
0859,197,train
0860,198,train
0861,198,train
0862,198,train
0863,198,train
0864,199,val
0865,199,val
0866,199,val
0867,199,val
0868,200,train
0869,200,train
0870,200,train
0871,200,train
0872,201,train
0873,201,train
0874,201,train
0875,201,train
0876,202,train
0877,202,train
0878,202,train
0879,202,train
0880,203,train
0881,203,train
0882,203,train
0883,203,train
0884,204,train
0885,205,train
0886,205,train
0887,205,train
0888,206,train
0889,206,train
0890,206,train
0891,206,train
0892,207,train
0893,207,train
0894,208,train
0895,209,train
0896,209,train
0897,209,train
0898,210,train
0899,210,train
0900,210,train
0901,210,train
0902,210,train
0903,210,train
0904,210,train
0905,210,train
0906,210,train
0907,210,train
0908,211,val
0909,211,val
0910,212,train
0911,212,train
0912,212,train
0913,212,train
0914,213,train
0915,213,train
0916,213,train
0917,213,train
0918,214,val
0919,214,val
0920,214,val
0921,214,val
0922,215,val
0923,215,val
0924,215,val
0925,215,val
0926,215,val
0927,215,val
0928,215,val
0929,215,val
0930,216,train
0931,216,train
0932,216,train
0933,216,train
0934,217,train
0935,217,train
0936,217,train
0937,217,train
0938,218,val
0939,218,val
0940,218,val
0941,218,val
0942,219,train
0943,219,train
0944,219,train
0945,219,train
0946,220,train
0947,220,train
0948,220,train
0949,220,train
1000,221,test
1001,222,train
1002,222,train
1003,222,train
1004,223,train
1005,223,train
1006,223,train
1007,223,train
1008,223,train
1009,223,train
1010,224,val
1011,224,val
1012,224,val
1013,225,train
1014,225,train
1015,225,train
1016,225,train
1017,226,train
1018,227,train
1019,227,train
1020,227,train
1021,227,train
1022,228,train
1023,228,train
1024,228,train
1025,229,train
1026,229,train
1027,230,test
1028,230,test
1029,231,test
1030,231,test
1031,232,train
1032,232,train
1033,233,train
1034,233,train
